,song_id,lyrics,text
133,163,"DecodingResult(audio_features=tensor([[-0.8306, -0.1179,  0.5302,  ..., -0.1082,  1.1608,  0.4092],
        [-0.5386,  0.7235,  1.5786,  ...,  0.5234,  0.6917,  0.0998],
        [-0.6295,  1.1415,  2.0469,  ...,  0.0999,  0.1875,  0.6366],
        ...,
        [-0.3725,  0.4102, -0.0647,  ..., -0.2017,  0.2272,  1.0298],
        [ 0.2803, -0.6036, -0.8961,  ..., -0.2914,  0.9904,  1.2919],
        [-0.9815,  0.7567, -0.2477,  ..., -0.0693, -0.0376,  0.3949]]), language='en', language_probs=None, tokens=[50364, 7609, 50864], text='Music', avg_logprob=-1.6180363893508911, no_speech_prob=0.30892300605773926, temperature=0.0, compression_ratio=0.38461538461538464)",Music
134,164,"DecodingResult(audio_features=tensor([[-1.0395,  0.3407,  0.3374,  ..., -0.4626,  1.2851,  0.4984],
        [-0.4600,  0.7080,  1.1549,  ...,  0.1247,  0.8703,  0.3421],
        [-0.1980,  1.1194,  0.8763,  ..., -0.2983,  0.4877,  0.2812],
        ...,
        [ 0.2206,  0.3352, -0.3029,  ...,  0.2023,  0.3204,  0.6899],
        [-0.0462,  0.3337, -0.2889,  ..., -0.0989,  0.5719,  0.3794],
        [-0.5892,  0.7829, -0.0307,  ..., -0.1722,  0.2814,  0.1621]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.8780484199523926, no_speech_prob=0.4650478661060333, temperature=0.0, compression_ratio=0.38461538461538464)",Music
135,166,"DecodingResult(audio_features=tensor([[-1.2471, -0.3343,  0.1001,  ..., -0.2460,  1.0702,  0.6617],
        [-0.5365,  0.3864,  0.7615,  ...,  0.3554,  0.4690,  0.1854],
        [-0.2060,  0.4939,  0.8903,  ...,  0.3093,  0.5294,  0.3067],
        ...,
        [ 0.9091,  0.1219, -0.1305,  ...,  0.5543,  1.0799, -0.1271],
        [-0.5924,  0.0349, -0.5780,  ...,  0.2646,  1.2186,  0.1584],
        [-1.0621,  1.0129, -0.1892,  ...,  0.2234, -0.4232,  0.1343]]), language='en', language_probs=None, tokens=[50364, 7609, 50564], text='Music', avg_logprob=-1.62311851978302, no_speech_prob=0.47560203075408936, temperature=0.0, compression_ratio=0.38461538461538464)",Music
136,167,"DecodingResult(audio_features=tensor([[-0.7533,  0.1384,  0.2768,  ..., -0.3423,  0.8897,  0.5238],
        [-0.1524,  0.3479,  0.8110,  ...,  0.1277,  0.8935,  0.4311],
        [ 0.0762,  1.1028,  0.5951,  ..., -0.5865,  0.2376,  0.3442],
        ...,
        [-0.0250,  0.0516,  0.0634,  ...,  0.3319,  0.8810,  0.8752],
        [-0.1402,  0.1995, -0.2596,  ...,  0.4922,  0.2662,  0.3628],
        [-1.0251,  0.8134, -0.2048,  ...,  0.2927, -0.3576,  0.1716]]), language='en', language_probs=None, tokens=[50364, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406], text=""I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not"", avg_logprob=-0.15647045559353298, no_speech_prob=0.3746967017650604, temperature=0.0, compression_ratio=15.127659574468085)","I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not a fan of the music, but I'm not"
137,168,"DecodingResult(audio_features=tensor([[-0.5372,  0.2053,  0.7408,  ..., -0.0371,  0.8341,  0.3778],
        [-0.2427,  0.6143,  1.1038,  ...,  0.2546,  0.5586,  0.2205],
        [ 0.1042,  1.3035,  0.8431,  ..., -0.1670,  0.2297,  0.2685],
        ...,
        [ 0.1005,  0.0589, -0.4240,  ...,  0.1982,  0.3540,  1.4393],
        [-0.4942, -0.0334, -0.4395,  ...,  0.0533,  0.8081,  1.0280],
        [-0.9296,  0.7645, -0.1553,  ...,  0.0493, -0.0264,  0.2792]]), language='en', language_probs=None, tokens=[50364, 7609, 50964], text='Music', avg_logprob=-1.5102065801620483, no_speech_prob=0.3958667814731598, temperature=0.0, compression_ratio=0.38461538461538464)",Music
138,169,"DecodingResult(audio_features=tensor([[-0.2034,  0.3678, -0.2920,  ..., -0.6299,  1.2031,  0.4343],
        [ 0.1788,  0.5042,  0.1138,  ..., -0.4702,  0.8631,  0.6619],
        [ 0.2388,  0.4226, -0.0676,  ..., -1.3387, -0.6548, -1.0857],
        ...,
        [ 0.0466, -1.6157, -0.3725,  ..., -1.3088, -1.6307,  0.1434],
        [ 0.4888, -2.0790, -0.3969,  ...,  0.2619,  0.7091,  0.9397],
        [-0.5266,  1.0934, -0.0322,  ...,  0.3422, -0.2952, -1.1273]]), language='en', language_probs=None, tokens=[50364, 440, 1818, 293, 294, 1296, 309, 311, 6201, 39658, 50602, 50602, 1726, 300, 1152, 281, 915, 50784, 50784, 4076, 4982, 51028, 51028, 29945, 2295, 382, 264, 2727, 51436, 51580, 467, 311, 4840, 385, 3219, 51830, 51830], text=""The night and in between it's nicotine Not that hard to find Black coffee Feeling low as the ground It's driving me crazy"", avg_logprob=-0.64241193470202, no_speech_prob=0.17753463983535767, temperature=0.0, compression_ratio=1.1523809523809523)",The night and in between it's nicotine Not that hard to find Black coffee Feeling low as the ground It's driving me crazy
139,170,"DecodingResult(audio_features=tensor([[-6.6054e-01, -1.8198e-01,  2.7705e-01,  ..., -2.2054e-01,
          8.7348e-01,  6.1092e-01],
        [ 2.1800e-02,  9.4739e-02,  6.4690e-01,  ..., -5.7821e-02,
          5.8834e-01, -4.3118e-03],
        [-1.4607e-02,  1.0183e+00, -1.3913e+00,  ..., -1.1688e-01,
         -1.3193e-02,  3.1336e-02],
        ...,
        [ 3.9537e-01,  6.4774e-01, -1.6080e-01,  ...,  7.6972e-01,
          3.3630e-01,  5.9075e-01],
        [ 2.7733e-02,  3.6457e-01, -4.6241e-01,  ...,  2.0105e-01,
          5.8064e-01,  3.6593e-01],
        [-8.5276e-01,  8.3671e-01,  1.2981e-01,  ...,  4.6737e-02,
         -2.2214e-04,  1.0461e-01]]), language='en', language_probs=None, tokens=[50364, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 13, 50864, 50864, 286, 478, 406, 257, 3429, 295, 264, 1318, 11, 457, 286, 478, 406, 257, 3429, 295, 264, 1318, 13, 51264, 51264], text=""I'm not a fan of the music, but I'm not a fan of the music. I'm not a fan of the music, but I'm not a fan of the music."", avg_logprob=-0.9314412203702059, no_speech_prob=0.3264809548854828, temperature=0.0, compression_ratio=2.4791666666666665)","I'm not a fan of the music, but I'm not a fan of the music. I'm not a fan of the music, but I'm not a fan of the music."
140,171,"DecodingResult(audio_features=tensor([[-0.6208, -0.0046,  0.3458,  ...,  0.0581,  0.8630,  0.2484],
        [-0.2319,  0.3098,  1.0929,  ...,  0.5560,  0.4187, -0.0146],
        [ 0.6633,  0.5762, -0.2959,  ..., -0.1030,  0.1153,  0.2768],
        ...,
        [ 0.5989, -1.1133, -0.7768,  ..., -0.4173,  1.0238,  1.0231],
        [-0.5034, -0.2524, -0.6234,  ...,  0.0713,  0.6828,  0.5732],
        [-1.0496,  0.9263, -0.0226,  ...,  0.1733, -0.2927,  0.0560]]), language='en', language_probs=None, tokens=[50364, 7609, 50864], text='Music', avg_logprob=-1.763180136680603, no_speech_prob=0.5140741467475891, temperature=0.0, compression_ratio=0.38461538461538464)",Music
141,172,"DecodingResult(audio_features=tensor([[-0.5129, -0.0735,  0.7173,  ..., -0.1731,  1.1850,  0.2718],
        [-0.2546,  0.4299,  1.1930,  ...,  0.2767,  0.8168,  0.2702],
        [ 0.1091,  1.1959,  0.8844,  ...,  0.0782,  0.4294,  0.4589],
        ...,
        [-0.3948, -0.0648, -0.5133,  ...,  0.0101,  0.2892,  0.9098],
        [-0.3255,  0.0288, -0.3490,  ...,  0.0611,  0.6809,  0.6537],
        [-0.9759,  0.6659, -0.0726,  ...,  0.2162, -0.1705,  0.1289]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.618741750717163, no_speech_prob=0.38309407234191895, temperature=0.0, compression_ratio=0.38461538461538464)",Music
142,173,"DecodingResult(audio_features=tensor([[-9.4626e-01,  1.4856e-01,  2.8774e-01,  ..., -1.5779e-01,
          1.0755e+00,  6.6229e-01],
        [-3.8466e-01,  4.5326e-01,  1.2398e+00,  ...,  2.6178e-01,
          8.5156e-01,  6.7182e-01],
        [ 1.5827e-01,  7.7560e-01,  8.6801e-01,  ...,  2.4452e-02,
          4.5837e-01,  4.5345e-01],
        ...,
        [ 3.5259e-01, -5.0610e-01, -9.7931e-03,  ..., -2.8898e-01,
          2.1812e-01,  6.0793e-01],
        [-2.0231e-01, -1.1213e-01,  2.1880e-02,  ..., -2.6834e-01,
          8.9712e-01,  6.4207e-01],
        [-1.0484e+00,  8.6965e-01, -6.5747e-04,  ..., -9.2282e-02,
         -6.4741e-02, -4.3420e-02]]), language='en', language_probs=None, tokens=[50364], text='', avg_logprob=-1.6314921379089355, no_speech_prob=0.29906561970710754, temperature=0.0, compression_ratio=0.0)",
143,174,"DecodingResult(audio_features=tensor([[-0.5612, -0.1139,  0.8619,  ..., -0.1511,  1.2239,  0.2017],
        [-0.2512,  0.3649,  1.0389,  ...,  0.1794,  1.0488,  0.1145],
        [ 0.1298,  0.8994,  1.2234,  ...,  0.1501,  0.6405,  0.0016],
        ...,
        [-0.2106, -0.1658, -0.8170,  ..., -0.1827,  0.1647,  0.6863],
        [-0.6304,  0.1216, -0.6318,  ..., -0.0618,  0.4102,  0.6101],
        [-0.9995,  0.6980, -0.2324,  ...,  0.0444, -0.1702,  0.0854]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.5905177593231201, no_speech_prob=0.3844069540500641, temperature=0.0, compression_ratio=0.38461538461538464)",Music
144,175,"DecodingResult(audio_features=tensor([[-0.8067,  0.3319,  0.5685,  ..., -0.1960,  0.9328,  0.4912],
        [-0.2952,  0.6559,  0.9763,  ...,  0.1990,  0.5736,  0.1958],
        [ 0.3414,  1.1535,  1.1826,  ..., -0.1059,  0.0080,  0.5536],
        ...,
        [ 0.5969, -0.5212, -0.6729,  ...,  0.2603,  1.2762,  1.4546],
        [-0.3124, -0.0125, -0.4788,  ...,  0.2953,  1.2845,  0.6151],
        [-1.0931,  0.7458, -0.0582,  ...,  0.2116, -0.1387,  0.2835]]), language='en', language_probs=None, tokens=[50364, 7609, 51364, 51364], text='Music', avg_logprob=-1.2915289878845215, no_speech_prob=0.3787202835083008, temperature=0.0, compression_ratio=0.38461538461538464)",Music
145,176,"DecodingResult(audio_features=tensor([[-0.6244,  0.0448,  0.7169,  ..., -0.1378,  1.1201,  0.2160],
        [-0.4681,  0.7112,  1.3332,  ...,  0.5328,  0.5452,  0.0464],
        [ 0.6283,  0.7113,  1.3903,  ..., -0.0097,  0.6516, -0.2830],
        ...,
        [ 0.1005, -0.6081, -0.3648,  ...,  0.2210,  0.4139,  1.4940],
        [-0.6521,  0.0547, -0.8312,  ...,  0.3771,  0.8502,  0.4530],
        [-1.0704,  0.9056, -0.1392,  ...,  0.1252, -0.1643,  0.2106]]), language='en', language_probs=None, tokens=[50364, 7609, 50864], text='Music', avg_logprob=-1.722451090812683, no_speech_prob=0.4216451048851013, temperature=0.0, compression_ratio=0.38461538461538464)",Music
146,177,"DecodingResult(audio_features=tensor([[-0.6221, -0.1438,  0.4152,  ..., -0.4012,  0.8091,  0.4927],
        [-0.2926,  0.1477,  0.6387,  ..., -0.1648,  0.7789,  0.4548],
        [ 0.4754,  0.4314,  0.5849,  ..., -0.3909,  0.5209,  0.4260],
        ...,
        [ 0.0744,  0.1119,  0.9274,  ...,  1.1650,  0.6871,  0.7318],
        [-0.1886, -0.3629,  1.0459,  ...,  1.2638,  0.5331,  0.8599],
        [-1.0569,  0.7851,  0.1342,  ...,  0.5593, -0.4751, -0.4004]]), language='en', language_probs=None, tokens=[50364, 440, 16948, 4713, 1694, 294, 35927, 736, 3087, 286, 603, 30685, 9088, 440, 5185, 295, 1265, 41322, 685, 51114, 51114], text=""The Fat Monks in Lonely Next I'll Hear Until The Son of God Appears"", avg_logprob=-0.7770677913318981, no_speech_prob=0.34314143657684326, temperature=0.0, compression_ratio=0.9178082191780822)",The Fat Monks in Lonely Next I'll Hear Until The Son of God Appears
147,178,"DecodingResult(audio_features=tensor([[-0.6734, -0.2072, -0.8366,  ..., -0.2916,  0.4160,  0.1058],
        [ 0.8716,  0.0276, -0.1311,  ..., -0.0715,  0.3929,  0.2566],
        [ 1.2478, -0.1552,  0.0020,  ..., -0.0051,  0.0510,  0.0618],
        ...,
        [ 0.2397, -0.3271, -0.4620,  ..., -0.0180,  0.6352,  0.4495],
        [-0.3941, -0.2426, -0.7754,  ...,  0.1339,  0.6776,  0.7699],
        [-1.0071,  0.9148, -0.1617,  ..., -0.0462, -0.1099,  0.0771]]), language='jw', language_probs=None, tokens=[50364, 502, 256, 65, 66, 50464, 50464, 502, 256, 65, 66, 50564, 50564, 502, 256, 65, 66, 50664, 50664, 502, 256, 65, 66, 50764, 50764, 502, 256, 65, 66, 50864, 50864, 502, 256, 65, 66, 50964, 50964, 502, 256, 65, 66, 51064, 51064, 502, 256, 65, 66, 51164, 51164, 502, 256, 65, 66, 51264, 51264, 502, 256, 65, 66, 51364, 51364, 502, 256, 65, 66, 51464, 51464, 502, 256, 65, 66, 51564, 51564, 502, 256, 65, 66, 51664, 51664, 502, 256, 65, 66, 51764, 51764, 502, 256, 65, 66, 51864, 51864], text='1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc', avg_logprob=-0.2185788569243058, no_speech_prob=0.7140557169914246, temperature=0.0, compression_ratio=5.235294117647059)",1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc
148,179,"DecodingResult(audio_features=tensor([[-0.5307, -0.0411,  0.8316,  ..., -0.1286,  1.1204,  0.3725],
        [-0.2324,  0.4453,  1.1715,  ...,  0.2054,  0.8741,  0.0635],
        [ 0.0015,  0.9668,  1.3881,  ...,  0.2089,  0.4678,  0.2118],
        ...,
        [ 0.0584, -0.0687, -0.0292,  ..., -0.0376,  0.0229,  0.0628],
        [-0.1665, -0.3095, -0.2534,  ..., -0.3564,  0.3696,  0.3443],
        [-1.0483,  0.7804, -0.0833,  ..., -0.1091, -0.2572,  0.0287]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.5907444953918457, no_speech_prob=0.3581608831882477, temperature=0.0, compression_ratio=0.38461538461538464)",Music
149,180,"DecodingResult(audio_features=tensor([[-0.7051,  0.1339,  0.5373,  ..., -0.1791,  1.0200,  0.2863],
        [-0.4286,  0.7089,  1.6384,  ...,  0.1592,  0.5598, -0.0350],
        [-0.6806,  0.6438,  1.7530,  ..., -0.1970,  0.0495,  0.7419],
        ...,
        [-0.1635, -0.2909,  0.0087,  ...,  0.4419,  0.8642,  0.9049],
        [-0.4694,  0.0494, -0.0351,  ...,  0.5009,  0.3758,  0.7406],
        [-0.8659,  0.9133,  0.2104,  ...,  0.2712, -0.1393,  0.2211]]), language='sn', language_probs=None, tokens=[50364, 502, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20, 12, 16, 13, 20], text='1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5', avg_logprob=-0.13034650166829428, no_speech_prob=0.2845255434513092, temperature=0.0, compression_ratio=14.866666666666667)",1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5-1.5
150,181,"DecodingResult(audio_features=tensor([[-0.6635, -0.0950,  0.5164,  ..., -0.1730,  0.9625,  0.2133],
        [-0.0652,  0.1409,  0.8173,  ..., -0.2120,  0.9262,  0.0318],
        [ 0.4749,  0.8178,  0.0577,  ..., -0.5146,  0.9841, -0.3117],
        ...,
        [ 1.1620, -0.6247, -0.3332,  ...,  1.4477,  0.1825, -0.9161],
        [ 0.8117, -0.0816, -0.5922,  ...,  0.8126, -0.2339, -0.5900],
        [-0.7282,  0.7524, -0.0652,  ...,  0.4984, -0.3583, -0.8134]]), language='la', language_probs=None, tokens=[50364, 462, 330, 71, 686, 268, 710, 6, 335, 75, 271, 4093, 360, 826, 51014, 51014], text=""Ekehinten z'amlisko dowe"", avg_logprob=-1.7769720414105583, no_speech_prob=0.2705167233943939, temperature=0.0, compression_ratio=0.75)",Ekehinten z'amlisko dowe
151,182,"DecodingResult(audio_features=tensor([[-0.7598, -0.5110, -0.7116,  ..., -0.6942,  0.3414, -0.2250],
        [ 0.0130, -0.0647,  0.5919,  ..., -0.0822,  0.2314, -0.1325],
        [ 0.4602,  0.2836,  0.7851,  ...,  0.2031,  0.1177, -0.3223],
        ...,
        [ 0.2499, -0.4849, -0.4556,  ..., -0.0610, -0.1470,  1.3464],
        [-0.7394,  0.5318, -0.6874,  ...,  0.0381,  0.7874,  0.4880],
        [-0.9827,  0.8554, -0.1642,  ...,  0.0730, -0.0788,  0.4289]]), language='en', language_probs=None, tokens=[50364, 286, 478, 516, 281, 362, 281, 352, 13, 50714], text=""I'm going to have to go."", avg_logprob=-1.9104666276411577, no_speech_prob=0.8424257040023804, temperature=0.0, compression_ratio=0.8275862068965517)",I'm going to have to go.
152,184,"DecodingResult(audio_features=tensor([[-0.7840,  0.1691,  0.4941,  ..., -0.4085,  1.2458,  0.5693],
        [-0.6096,  0.4220,  0.8446,  ...,  0.0438,  0.9128,  0.5508],
        [ 0.0110,  1.2506,  0.7190,  ..., -0.6307,  0.1227,  1.0076],
        ...,
        [ 0.0725, -0.4838, -0.8739,  ...,  0.3744,  0.8570,  0.4932],
        [ 0.3774, -0.3323, -0.4735,  ...,  0.8399,  0.9272,  0.9932],
        [-0.9374,  1.1738,  0.2473,  ...,  0.2038, -0.3886, -0.8851]]), language='en', language_probs=None, tokens=[50364, 759, 286, 727, 976, 281, 264, 472, 551, 300, 291, 643, 11, 550, 1689, 584, 281, 6342, 11, 652, 291, 841, 51263, 51263], text='If I could give to the one thing that you need, then pay say to yours, make you feel', avg_logprob=-0.5663158035278321, no_speech_prob=0.2774040400981903, temperature=0.0, compression_ratio=1.0909090909090908)","If I could give to the one thing that you need, then pay say to yours, make you feel"
153,185,"DecodingResult(audio_features=tensor([[-0.6363, -0.0262,  0.1669,  ..., -0.1896,  1.0584,  0.4562],
        [-0.3277,  0.3025,  0.9223,  ...,  0.0538,  0.6187,  0.1899],
        [ 0.3055,  0.7600,  0.5148,  ..., -0.8423,  0.5678,  0.2916],
        ...,
        [-0.1849,  0.1886, -0.5604,  ...,  0.4817,  0.2572,  0.6901],
        [-0.5466,  0.2960, -0.5498,  ...,  0.3805,  0.4813,  0.8145],
        [-1.1686,  0.7856, -0.2781,  ...,  0.2143, -0.2815,  0.4691]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.6928422451019287, no_speech_prob=0.48990607261657715, temperature=0.0, compression_ratio=0.38461538461538464)",Music
154,186,"DecodingResult(audio_features=tensor([[-0.7231, -0.1682,  0.5319,  ..., -0.0932,  1.0741,  0.2145],
        [-0.2262,  0.5175,  1.3719,  ...,  0.3054,  1.0420, -0.0672],
        [ 0.0576,  1.1674,  1.2215,  ...,  0.0118,  0.3265,  0.2648],
        ...,
        [ 0.6930, -0.2587, -0.3676,  ..., -0.4773,  1.1069,  0.1165],
        [-0.0023, -0.1294,  0.1418,  ..., -0.0985,  0.2294,  0.2009],
        [-0.8739,  0.6595, -0.2180,  ...,  0.0300, -0.1379,  0.0232]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.6233700513839722, no_speech_prob=0.46105140447616577, temperature=0.0, compression_ratio=0.38461538461538464)",Music
155,187,"DecodingResult(audio_features=tensor([[-0.8113, -0.2291,  0.0806,  ..., -0.0920,  1.0166,  0.3981],
        [ 0.1162,  0.4072,  0.6853,  ...,  0.3112,  0.5686,  0.1383],
        [ 0.0452,  0.1083, -0.3142,  ...,  0.1707, -0.2634,  0.1104],
        ...,
        [-0.1051,  0.0712,  0.3194,  ...,  0.4492, -0.0576,  1.2098],
        [-0.5172, -0.0703, -0.1819,  ..., -0.0019,  0.4135,  0.4544],
        [-0.8249,  0.9243,  0.1481,  ..., -0.0362,  0.0568,  0.1675]]), language='jw', language_probs=None, tokens=[50364, 502, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20, 12, 17, 13, 20], text='1.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5', avg_logprob=-0.12147215101453993, no_speech_prob=0.22389262914657593, temperature=0.0, compression_ratio=14.866666666666667)",1.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5-2.5
